Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,setInputString,set:input:string,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResultMapReduce,compute:result:map:reduce
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,setInputString,set:input:string,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResult,compute:result
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResult,compute:result,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,String,string,java.lang.String,string,split,split
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResult,compute:result,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,tokenMapGenerator,token:map:generator
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResult,compute:result,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.beans.PropertyChangeEvent,property:change:event,java.beans.PropertyChangeEvent,property:change:event,PropertyChangeEvent,property:change:event
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResult,compute:result,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,comp533.view.TokenCounterView,token:counter:view,@ViewClass,view:class,propertyChange,property:change
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResult,compute:result,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.beans.PropertyChangeSupport,property:change:support,java.beans.PropertyChangeSupport,property:change:support,firePropertyChange,fire:property:change
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResultMapReduce,compute:result:map:reduce,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,String,string,java.lang.String,string,split,split
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResultMapReduce,compute:result:map:reduce,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.util.Arrays,arrays,java.util.Arrays,arrays,asList,as:list
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResultMapReduce,compute:result:map:reduce,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,comp533.mapper.Mapper,mapper,@TokenCountingMapperClass,token:counting:mapper:class,Mapper,mapper
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResultMapReduce,compute:result:map:reduce,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,comp533.mapper.MapperInterface,mapper:interface,@IntSummingMapperClass+@TokenCountingMapperClass,int:summing:mapper:class:token:counting:mapper:class,map,map
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResultMapReduce,compute:result:map:reduce,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,comp533.reducer.Reducer,reducer,@ReducerClass,reducer:class,Reducer,reducer
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,computeResultMapReduce,compute:result:map:reduce,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,comp533.reducer.ReducerInterface,reducer:interface,@ReducerClass,reducer:class,reduce,reduce
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,tokenMapGenerator,token:map:generator,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.util.HashMap,hash:map,java.util.HashMap,hash:map,HashMap,hash:map
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,tokenMapGenerator,token:map:generator,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.util.Map,map,java.util.Map,map,containsKey,contains:key
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,tokenMapGenerator,token:map:generator,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.util.Map,map,java.util.Map,map,put,put
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,tokenMapGenerator,token:map:generator,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.util.Map,map,java.util.Map,map,get,get
comp533.model.TokenCounterModel,token:counter:model,@ModelClass,model:class,tokenMapGenerator,token:map:generator,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.util.Map,map,java.util.Map,map,put,put
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceNumbersPrompt,trace:numbers:prompt
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,java.util.Scanner,scanner,java.util.Scanner,scanner,nextLine,next:line
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,String,string,java.lang.String,string,equals,equals
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,java.util.Scanner,scanner,java.util.Scanner,scanner,close,close
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,String,string,java.lang.String,string,split,split
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,java.util.HashMap,hash:map,java.util.HashMap,hash:map,HashMap,hash:map
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,java.util.Map,map,java.util.Map,map,get,get
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,java.util.Map,map,java.util.Map,map,put,put
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,java.util.Map,map,java.util.Map,map,get,get
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,java.util.Map,map,java.util.Map,map,put,put
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,java.util.Map,map,java.util.Map,map,toString,to:string
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,String,string,java.lang.String,string,substring,none
comp533.MyStandAloneTokenCounter,my:stand:alone:token:counter,MyStandAloneTokenCounter,my:stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,String,string,java.lang.String,string,length,length
comp533.SumMain,sum:main,@StandAloneIntegerSummer,stand:alone:integer:summer,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceSingletonChange,trace:singleton:change
comp533.SumMain,sum:main,@StandAloneIntegerSummer,stand:alone:integer:summer,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,comp533.controller.TokenCounterController,token:counter:controller,@ControllerClass,controller:class,TokenCounterController,token:counter:controller
comp533.SumMain,sum:main,@StandAloneIntegerSummer,stand:alone:integer:summer,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,comp533.view.TokenCounterView,token:counter:view,@ViewClass,view:class,TokenCounterView,token:counter:view
comp533.SumMain,sum:main,@StandAloneIntegerSummer,stand:alone:integer:summer,main,main,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer,comp533.controller.TokenCounterController,token:counter:controller,@ControllerClass,controller:class,getUserInput,get:user:input
comp533.mapper.Mapper,mapper,@TokenCountingMapperClass,token:counting:mapper:class,map,map,AMapReduceTracer:AMapReduceTracer:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@ReducerClass:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,a:map:reduce:tracer:a:map:reduce:tracer:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:reducer:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,java.util.ArrayList,array:list,java.util.ArrayList,array:list,ArrayList,array:list
