#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
24,Tue Feb 01 11:26:35 EST 2022,17,0,A1SpecificStyleSuite,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames A1NamedConstants StandAloneSingleThreadTokenCountResult , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,3,5,true,A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes , , ,A1ClassIsGeneric-(0.0/5.0) A1ExpectedCalls-(20.0/20.0) A1ExpectedGetters-(0.0/3.0) A1ExpectedSetters-(0.0/3.0) A1ExpectedSignatures-(5.0/5.0) A1ExpectedSupertypes-(0.0/1.0) , ,
25,Tue Feb 01 15:04:59 EST 2022,17,0,MapReduceFactories,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames A1NamedConstants StandAloneSingleThreadTokenCountResult , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,4,0,true,DefaultFactoryMapObjectList DefaultFactoryReduceObjectList MapperFactory ReducerFactory ,A1ConfigurationProvided , ,DefaultFactoryMapObjectList-(0.0/5.0) DefaultFactoryReduceObjectList-(0.0/10.0) MapperFactory-(0.0/10.0) ReducerFactory-(0.0/10.0) , ,
26,Tue Feb 01 15:05:09 EST 2022,17,0,MapReduceClasses,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames A1NamedConstants StandAloneSingleThreadTokenCountResult , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,4,1,true,ReducerClass SumMapperClass TokenCountsMapperClass , , ,ReducerClass-(0.0/5.0) SumMapperClass-(0.0/5.0) TokenCountsMapperClass-(0.0/5.0) , ,
27,Tue Feb 01 15:05:12 EST 2022,17,0,SingleThreadTokenCount,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames A1NamedConstants StandAloneSingleThreadTokenCountResult , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,4,2,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation StandAloneSingleThreadTokenCountResult TokenCountingListMapper , , ,StandAloneSingleThreadTokenCountMVC-(0.0/30.0) StandAloneSingleThreadTokenCountMapReduceListImplementation-(0.0/30.0) StandAloneSingleThreadTokenCountResult-(10.0/10.0) TokenCountingListMapper-(0.0/10.0) , ,
28,Tue Feb 01 15:05:17 EST 2022,17,0,A1GeneralStyleSuite,A1AccessModifiersMatched+ A1ExpectedCalls A1ExpectedSignatures A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1MnemonicNames- ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,4,3,true,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride , ,A1AccessModifiersMatched A1MnemonicNames A1NoCheckstyleWarnings A1PublicMethodsOverride ,A1AccessModifiersMatched-(5.0/5.0) A1InterfaceAsType-(0.0/10.0) A1MnemonicNames-(14.6/15.0) A1NamedConstants-(1.0/1.0) A1NoCheckstyleWarnings-(0.0/20.0) A1PublicMethodsOverride-(0.0/10.0) , ,
29,Tue Feb 01 15:05:23 EST 2022,17,0,A1ConfigurationProvided,A1AccessModifiersMatched A1ExpectedCalls A1ExpectedSignatures A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,4,4,false, , , ,A1ConfigurationProvided-(0.0/10.0) , ,
30,Tue Feb 01 15:05:26 EST 2022,17,0,A1SpecificStyleSuite,A1AccessModifiersMatched A1ExpectedCalls A1ExpectedSignatures A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,4,5,true,A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes , , ,A1ClassIsGeneric-(0.0/5.0) A1ExpectedCalls-(20.0/20.0) A1ExpectedGetters-(0.0/3.0) A1ExpectedSetters-(0.0/3.0) A1ExpectedSignatures-(5.0/5.0) A1ExpectedSupertypes-(0.0/1.0) , ,
31,Tue Feb 01 15:05:29 EST 2022,17,0,SingleThreadIntSum,A1AccessModifiersMatched A1ExpectedCalls A1ExpectedSignatures A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,4,6,true,IntSummingListMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult , , ,IntSummingListMapper-(0.0/10.0) StandAloneSingleThreadSumFactoryChange-(0.0/10.0) StandAloneSingleThreadSumMVC-(0.0/10.0) StandAloneSingleThreadSumMapReduceListImplementation-(0.0/30.0) StandAloneSingleThreadSumResult-(0.0/10.0) , ,
32,Tue Feb 01 15:05:30 EST 2022,17,0,SingleThreadIntSum,A1AccessModifiersMatched A1ExpectedCalls A1ExpectedSignatures A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,4,7,true,IntSummingListMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult , , ,IntSummingListMapper-(0.0/10.0) StandAloneSingleThreadSumFactoryChange-(0.0/10.0) StandAloneSingleThreadSumMVC-(0.0/10.0) StandAloneSingleThreadSumMapReduceListImplementation-(0.0/30.0) StandAloneSingleThreadSumResult-(0.0/10.0) , ,
33,Tue Feb 01 15:10:12 EST 2022,17,0,MapReduceFactories,A1AccessModifiersMatched A1ExpectedCalls A1ExpectedSignatures A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,5,0,true,DefaultFactoryMapObjectList DefaultFactoryReduceObjectList MapperFactory ReducerFactory ,A1ConfigurationProvided , ,DefaultFactoryMapObjectList-(0.0/5.0) DefaultFactoryReduceObjectList-(0.0/10.0) MapperFactory-(0.0/10.0) ReducerFactory-(0.0/10.0) , ,
34,Tue Feb 01 15:10:16 EST 2022,17,0,MapReduceClasses,A1AccessModifiersMatched A1ExpectedCalls A1ExpectedSignatures A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,5,1,true,ReducerClass SumMapperClass TokenCountsMapperClass , , ,ReducerClass-(0.0/5.0) SumMapperClass-(0.0/5.0) TokenCountsMapperClass-(0.0/5.0) , ,
35,Tue Feb 01 15:10:17 EST 2022,17,0,SingleThreadIntSum,A1AccessModifiersMatched A1ExpectedCalls A1ExpectedSignatures A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,5,2,true,IntSummingListMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult , , ,IntSummingListMapper-(0.0/10.0) StandAloneSingleThreadSumFactoryChange-(0.0/10.0) StandAloneSingleThreadSumMVC-(0.0/10.0) StandAloneSingleThreadSumMapReduceListImplementation-(0.0/30.0) StandAloneSingleThreadSumResult-(0.0/10.0) , ,
36,Tue Feb 01 15:10:20 EST 2022,17,0,SingleThreadTokenCount,A1AccessModifiersMatched A1ExpectedCalls A1ExpectedSignatures A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,5,3,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation StandAloneSingleThreadTokenCountResult TokenCountingListMapper , , ,StandAloneSingleThreadTokenCountMVC-(0.0/30.0) StandAloneSingleThreadTokenCountMapReduceListImplementation-(0.0/30.0) StandAloneSingleThreadTokenCountResult-(10.0/10.0) TokenCountingListMapper-(0.0/10.0) , ,
37,Tue Feb 01 15:10:23 EST 2022,17,0,A1GeneralStyleSuite,A1AccessModifiersMatched A1ExpectedCalls A1ExpectedSignatures A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedGetters A1ExpectedSetters A1ExpectedSupertypes A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,5,4,true,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride , ,A1AccessModifiersMatched A1MnemonicNames A1NoCheckstyleWarnings A1PublicMethodsOverride ,A1AccessModifiersMatched-(5.0/5.0) A1InterfaceAsType-(0.0/10.0) A1MnemonicNames-(14.6/15.0) A1NamedConstants-(1.0/1.0) A1NoCheckstyleWarnings-(0.0/20.0) A1PublicMethodsOverride-(0.0/10.0) , ,
38,Tue Feb 01 15:10:25 EST 2022,17,0,A1SpecificStyleSuite,A1AccessModifiersMatched A1ExpectedGetters+ A1ExpectedSupertypes+ A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1ExpectedCalls- A1ExpectedSignatures- A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedSetters A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,5,5,true,A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes , , ,A1ClassIsGeneric-(0.0/5.0) A1ExpectedCalls-(12.9/20.0) A1ExpectedGetters-(3.0/3.0) A1ExpectedSetters-(0.0/3.0) A1ExpectedSignatures-(4.2/5.0) A1ExpectedSupertypes-(1.0/1.0) , ,
39,Tue Feb 01 15:10:27 EST 2022,17,0,A1ConfigurationProvided,A1AccessModifiersMatched A1ExpectedGetters A1ExpectedSupertypes A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedSetters A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,5,6,false, , , ,A1ConfigurationProvided-(0.0/10.0) , ,
40,Tue Feb 01 16:16:20 EST 2022,17,0,TokenCountsMapperClass,A1AccessModifiersMatched A1ExpectedGetters A1ExpectedSupertypes A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedSetters A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,5,7,false, , , ,TokenCountsMapperClass-(0.0/5.0) , ,
41,Tue Feb 01 16:16:24 EST 2022,17,0,SumMapperClass,A1AccessModifiersMatched A1ExpectedGetters A1ExpectedSupertypes A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedSetters A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,5,8,false, , , ,SumMapperClass-(0.0/5.0) , ,
42,Tue Feb 01 16:16:26 EST 2022,17,0,ReducerClass,A1AccessModifiersMatched A1ExpectedGetters A1ExpectedSupertypes A1NamedConstants StandAloneSingleThreadTokenCountResult ,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedSetters A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,5,9,false, , , ,ReducerClass-(0.0/5.0) , ,
43,Tue Feb 01 17:09:03 EST 2022,20,3,MapReduceFactories,A1AccessModifiersMatched A1ExpectedGetters A1ExpectedSupertypes A1NamedConstants MapperFactory+ StandAloneSingleThreadTokenCountResult ,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedSetters A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,6,0,true,DefaultFactoryMapObjectList DefaultFactoryReduceObjectList MapperFactory ReducerFactory ,A1ConfigurationProvided , ,DefaultFactoryMapObjectList-(0.0/5.0) DefaultFactoryReduceObjectList-(0.0/10.0) MapperFactory-(10.0/10.0) ReducerFactory-(0.0/10.0) , ,
44,Tue Feb 01 17:09:10 EST 2022,20,0,SingleThreadIntSum,A1AccessModifiersMatched A1ExpectedGetters A1ExpectedSupertypes A1NamedConstants MapperFactory StandAloneSingleThreadTokenCountResult ,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedSetters A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,6,1,true,IntSummingListMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult , , ,IntSummingListMapper-(0.0/10.0) StandAloneSingleThreadSumFactoryChange-(0.0/10.0) StandAloneSingleThreadSumMVC-(0.0/10.0) StandAloneSingleThreadSumMapReduceListImplementation-(0.0/30.0) StandAloneSingleThreadSumResult-(0.0/10.0) , ,
45,Tue Feb 01 17:09:13 EST 2022,20,0,MapReduceClasses,A1AccessModifiersMatched A1ExpectedGetters A1ExpectedSupertypes A1NamedConstants MapperFactory StandAloneSingleThreadTokenCountResult ,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedSetters A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,6,2,true,ReducerClass SumMapperClass TokenCountsMapperClass , , ,ReducerClass-(0.0/5.0) SumMapperClass-(0.0/5.0) TokenCountsMapperClass-(0.0/5.0) , ,
46,Tue Feb 01 17:09:18 EST 2022,20,0,TokenCountsMapperClass,A1AccessModifiersMatched A1ExpectedGetters A1ExpectedSupertypes A1NamedConstants MapperFactory StandAloneSingleThreadTokenCountResult ,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedSetters A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,6,3,false, , , ,TokenCountsMapperClass-(0.0/5.0) , ,
47,Tue Feb 01 17:09:26 EST 2022,20,0,SingleThreadTokenCount,A1AccessModifiersMatched A1ExpectedGetters A1ExpectedSupertypes A1NamedConstants MapperFactory StandAloneSingleThreadTokenCountResult ,A1ExpectedCalls A1ExpectedSignatures A1MnemonicNames ,A1ClassIsGeneric A1ConfigurationProvided A1ExpectedSetters A1InterfaceAsType A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObjectList DefaultFactoryReduceObjectList IntSummingListMapper ReducerClass ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduceListImplementation StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation SumMapperClass TokenCountingListMapper TokenCountsMapperClass , ,6,4,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduceListImplementation StandAloneSingleThreadTokenCountResult TokenCountingListMapper , , ,StandAloneSingleThreadTokenCountMVC-(0.0/30.0) StandAloneSingleThreadTokenCountMapReduceListImplementation-(0.0/30.0) StandAloneSingleThreadTokenCountResult-(10.0/10.0) TokenCountingListMapper-(0.0/10.0) , ,
