#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
25,Tue May 03 18:36:02 EDT 2022,80,0,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,10,0,true,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast ,GIPCRMINIOClientMetaStateBroadcast-(5.0/5.0) GIPCRMINIOClientMetaStateNoBroadcast-(5.0/5.0) GIPCRMINIOServerMetaStateBroadcast-(20.0/20.0) GIPCRMINIOServerMetaStateNoBroadcast-(20.0/20.0) GIPCRMINIOTwoClientConnection-(20.0/20.0) GIPCRMINIOTwoClientReadWriteNonAtomic-(20.0/20.0) , ,
26,Tue May 03 18:37:00 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,10,1,true,GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOStaticArguments , , ,GIPCRMINIOOneClientConnection-(20.0/20.0) GIPCRMINIOOneClientReadWriteNonAtomic-(20.0/20.0) GIPCRMINIOStaticArguments-(20.0/20.0) , ,
27,Tue May 03 18:49:41 EDT 2022,80,0,GIPCRMINIOStaticArguments,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,11,0,false, , , ,GIPCRMINIOStaticArguments-(20.0/20.0) , ,
28,Tue May 03 18:51:10 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,12,0,true,GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOStaticArguments , , ,GIPCRMINIOOneClientConnection-(20.0/20.0) GIPCRMINIOOneClientReadWriteNonAtomic-(20.0/20.0) GIPCRMINIOStaticArguments-(20.0/20.0) , ,
29,Tue May 03 18:58:59 EDT 2022,70,-10,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast- GIPCRMINIOServerMetaStateBroadcast- , ,12,1,true,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast ,GIPCRMINIOClientMetaStateBroadcast-(0.0/5.0) GIPCRMINIOClientMetaStateNoBroadcast-(5.0/5.0) GIPCRMINIOServerMetaStateBroadcast-(0.0/20.0) GIPCRMINIOServerMetaStateNoBroadcast-(20.0/20.0) GIPCRMINIOTwoClientConnection-(20.0/20.0) GIPCRMINIOTwoClientReadWriteNonAtomic-(20.0/20.0) , ,
30,Tue May 03 18:59:03 EDT 2022,70,0,GIPCRMINIOClientMetaStateBroadcast,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOServerMetaStateBroadcast , ,12,2,false, , , ,GIPCRMINIOClientMetaStateBroadcast-(0.0/5.0) , ,
31,Tue May 03 18:59:15 EDT 2022,70,0,GIPCRMINIOServerMetaStateBroadcast,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOServerMetaStateBroadcast , ,12,3,false, , ,GIPCRMINIOServerMetaStateBroadcast ,GIPCRMINIOServerMetaStateBroadcast-(0.0/20.0) , ,
32,Tue May 03 19:07:44 EDT 2022,70,0,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOServerMetaStateBroadcast , ,13,0,true,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast ,GIPCRMINIOClientMetaStateBroadcast-(0.0/5.0) GIPCRMINIOClientMetaStateNoBroadcast-(5.0/5.0) GIPCRMINIOServerMetaStateBroadcast-(0.0/20.0) GIPCRMINIOServerMetaStateNoBroadcast-(20.0/20.0) GIPCRMINIOTwoClientConnection-(20.0/20.0) GIPCRMINIOTwoClientReadWriteNonAtomic-(20.0/20.0) , ,
33,Tue May 03 19:08:32 EDT 2022,70,0,GIPCRMINIOClientMetaStateBroadcast,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOServerMetaStateBroadcast , ,13,1,false, , , ,GIPCRMINIOClientMetaStateBroadcast-(0.0/5.0) , ,
34,Tue May 03 19:22:30 EDT 2022,80,10,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast+ GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast+ GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,14,0,true,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast ,GIPCRMINIOClientMetaStateBroadcast-(5.0/5.0) GIPCRMINIOClientMetaStateNoBroadcast-(5.0/5.0) GIPCRMINIOServerMetaStateBroadcast-(20.0/20.0) GIPCRMINIOServerMetaStateNoBroadcast-(20.0/20.0) GIPCRMINIOTwoClientConnection-(20.0/20.0) GIPCRMINIOTwoClientReadWriteNonAtomic-(20.0/20.0) , ,
35,Tue May 03 19:23:49 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,14,1,true,GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOStaticArguments , , ,GIPCRMINIOOneClientConnection-(20.0/20.0) GIPCRMINIOOneClientReadWriteNonAtomic-(20.0/20.0) GIPCRMINIOStaticArguments-(20.0/20.0) , ,
36,Tue May 03 19:27:25 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,15,0,true,GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOStaticArguments , , ,GIPCRMINIOOneClientConnection-(20.0/20.0) GIPCRMINIOOneClientReadWriteNonAtomic-(20.0/20.0) GIPCRMINIOStaticArguments-(20.0/20.0) , ,
37,Tue May 03 19:37:58 EDT 2022,75,-5,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOServerMetaStateBroadcast- , ,16,0,true,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast ,GIPCRMINIOClientMetaStateBroadcast-(5.0/5.0) GIPCRMINIOClientMetaStateNoBroadcast-(5.0/5.0) GIPCRMINIOServerMetaStateBroadcast-(0.0/20.0) GIPCRMINIOServerMetaStateNoBroadcast-(20.0/20.0) GIPCRMINIOTwoClientConnection-(20.0/20.0) GIPCRMINIOTwoClientReadWriteNonAtomic-(20.0/20.0) , ,
38,Tue May 03 19:39:19 EDT 2022,75,0,GIPCRMINIOServerMetaStateBroadcast,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOServerMetaStateBroadcast , ,16,1,false, , ,GIPCRMINIOServerMetaStateBroadcast ,GIPCRMINIOServerMetaStateBroadcast-(0.0/20.0) , ,
39,Tue May 03 19:49:26 EDT 2022,80,5,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast+ GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,17,0,true,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast ,GIPCRMINIOClientMetaStateBroadcast-(5.0/5.0) GIPCRMINIOClientMetaStateNoBroadcast-(5.0/5.0) GIPCRMINIOServerMetaStateBroadcast-(20.0/20.0) GIPCRMINIOServerMetaStateNoBroadcast-(20.0/20.0) GIPCRMINIOTwoClientConnection-(20.0/20.0) GIPCRMINIOTwoClientReadWriteNonAtomic-(20.0/20.0) , ,
40,Tue May 03 20:06:54 EDT 2022,60,-20,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast- GIPCRMINIOClientMetaStateNoBroadcast- GIPCRMINIOServerMetaStateBroadcast- GIPCRMINIOServerMetaStateNoBroadcast- , ,18,0,true,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast ,GIPCRMINIOClientMetaStateBroadcast-(0.0/5.0) GIPCRMINIOClientMetaStateNoBroadcast-(0.0/5.0) GIPCRMINIOServerMetaStateBroadcast-(0.0/20.0) GIPCRMINIOServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMINIOTwoClientConnection-(20.0/20.0) GIPCRMINIOTwoClientReadWriteNonAtomic-(20.0/20.0) , ,
41,Tue May 03 20:07:51 EDT 2022,60,0,GIPCRMINIOClientMetaStateNoBroadcast,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast , ,18,1,false, , , ,GIPCRMINIOClientMetaStateNoBroadcast-(0.0/5.0) , ,
42,Tue May 03 20:08:57 EDT 2022,60,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast , ,19,0,true,GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOStaticArguments , , ,GIPCRMINIOOneClientConnection-(20.0/20.0) GIPCRMINIOOneClientReadWriteNonAtomic-(20.0/20.0) GIPCRMINIOStaticArguments-(20.0/20.0) , ,
43,Tue May 03 20:14:06 EDT 2022,80,20,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast+ GIPCRMINIOClientMetaStateNoBroadcast+ GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast+ GIPCRMINIOServerMetaStateNoBroadcast+ GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,19,1,true,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast ,GIPCRMINIOClientMetaStateBroadcast-(5.0/5.0) GIPCRMINIOClientMetaStateNoBroadcast-(5.0/5.0) GIPCRMINIOServerMetaStateBroadcast-(20.0/20.0) GIPCRMINIOServerMetaStateNoBroadcast-(20.0/20.0) GIPCRMINIOTwoClientConnection-(20.0/20.0) GIPCRMINIOTwoClientReadWriteNonAtomic-(20.0/20.0) , ,
44,Tue May 03 20:22:28 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,20,0,true,GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOStaticArguments , , ,GIPCRMINIOOneClientConnection-(20.0/20.0) GIPCRMINIOOneClientReadWriteNonAtomic-(20.0/20.0) GIPCRMINIOStaticArguments-(20.0/20.0) , ,
45,Tue May 03 20:27:33 EDT 2022,80,0,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,20,1,true,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast ,GIPCRMINIOClientMetaStateBroadcast-(5.0/5.0) GIPCRMINIOClientMetaStateNoBroadcast-(5.0/5.0) GIPCRMINIOServerMetaStateBroadcast-(20.0/20.0) GIPCRMINIOServerMetaStateNoBroadcast-(20.0/20.0) GIPCRMINIOTwoClientConnection-(20.0/20.0) GIPCRMINIOTwoClientReadWriteNonAtomic-(20.0/20.0) , ,
46,Tue May 03 20:27:55 EDT 2022,75,-5,A6GeneralStyleSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType A6MnemonicNames- ,A6NoCheckstyleWarnings A6ProjectOrganization , ,20,2,true,A6AccessModifiersMatched A6InterfaceAsType A6MnemonicNames A6NamedConstants A6NoCheckstyleWarnings A6PublicMethodsOverride , ,A6AccessModifiersMatched A6NoCheckstyleWarnings ,A6AccessModifiersMatched-(2.6/5.0) A6InterfaceAsType-(9.4/10.0) A6MnemonicNames-(14.9/15.0) A6NamedConstants-(1.0/1.0) A6NoCheckstyleWarnings-(0.0/20.0) A6PublicMethodsOverride-(10.0/10.0) , ,
47,Tue May 03 20:27:55 EDT 2022,75,0,A6GeneralStyleSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType A6MnemonicNames ,A6NoCheckstyleWarnings A6ProjectOrganization , ,20,3,true,A6AccessModifiersMatched A6InterfaceAsType A6MnemonicNames A6NamedConstants A6NoCheckstyleWarnings A6PublicMethodsOverride , ,A6AccessModifiersMatched A6NoCheckstyleWarnings ,A6AccessModifiersMatched-(2.6/5.0) A6InterfaceAsType-(9.4/10.0) A6MnemonicNames-(14.9/15.0) A6NamedConstants-(1.0/1.0) A6NoCheckstyleWarnings-(0.0/20.0) A6PublicMethodsOverride-(10.0/10.0) , ,
48,Tue May 03 20:27:55 EDT 2022,75,0,A6MnemonicNames,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType A6MnemonicNames ,A6NoCheckstyleWarnings A6ProjectOrganization , ,20,4,false, , , ,A6MnemonicNames-(14.9/15.0) , ,
